Dates,Blocked,END where I got to
14-08-1967 to 18-08-1967,0,
15-08-1967 to 19-08-1967,0,
16-08-1967 to 20-08-1967,0,
17-08-1967 to 21-08-1967,0,
18-08-1967 to 22-08-1967,0,
19-08-1967 to 23-08-1967,0,
20-08-1967 to 24-08-1967,0,
21-08-1967 to 25-08-1967,0,
22-08-1967 to 26-08-1967,0,
23-08-1967 to 27-08-1967,0,
24-08-1967 to 28-08-1967,0,
25-08-1967 to 29-08-1967,0,
26-08-1967 to 30-08-1967,0,
27-08-1967 to 01-09-1967,0,
28-08-1967 to 02-09-1967,1,
29-08-1967 to 03-09-1967,1,
30-08-1967 to 04-09-1967,1,
27-05-1968 to 01-06-1968,0,
28-05-1968 to 02-06-1968,0,
29-05-1968 to 03-06-1968,0,
30-05-1968 to 04-06-1968,0,
01-06-1968 to 05-06-1968,0,
02-06-1968 to 06-06-1968,0,
03-06-1968 to 07-06-1968,0,
04-06-1968 to 08-06-1968,1,
05-06-1968 to 09-06-1968,1,
06-06-1968 to 10-06-1968,1,
07-06-1968 to 11-06-1968,1,
08-06-1968 to 12-06-1968,1,
09-06-1968 to 13-06-1968,1,
10-06-1968 to 14-06-1968,0,
11-06-1968 to 15-06-1968,0,
12-06-1968 to 16-06-1968,0,
13-06-1968 to 17-06-1968,0,
14-06-1968 to 18-06-1968,0,
15-06-1968 to 19-06-1968,0,
16-06-1968 to 20-06-1968,0,
17-06-1968 to 21-06-1968,0,
18-06-1968 to 22-06-1968,0,
19-06-1968 to 23-06-1968,0,
20-06-1968 to 24-06-1968,0,
21-06-1968 to 25-06-1968,0,
22-06-1968 to 26-06-1968,0,
23-06-1968 to 27-06-1968,0,
24-06-1968 to 28-06-1968,0,
25-06-1968 to 29-06-1968,0,
26-06-1968 to 30-06-1968,0,
27-06-1968 to 01-07-1968,0,
28-06-1968 to 02-07-1968,0,
29-06-1968 to 03-07-1968,0,
30-06-1968 to 04-07-1968,0,
01-07-1968 to 05-07-1968,0,
02-07-1968 to 06-07-1968,0,
03-07-1968 to 07-07-1968,0,
04-07-1968 to 08-07-1968,0,
05-07-1968 to 09-07-1968,0,
06-07-1968 to 10-07-1968,0,
07-07-1968 to 11-07-1968,0,
08-07-1968 to 12-07-1968,0,
09-07-1968 to 13-07-1968,0,
10-07-1968 to 14-07-1968,0,
11-07-1968 to 15-07-1968,0,
12-07-1968 to 16-07-1968,0,
13-07-1968 to 17-07-1968,0,
14-07-1968 to 18-07-1968,0,
15-07-1968 to 19-07-1968,0,
16-07-1968 to 20-07-1968,0,
17-07-1968 to 21-07-1968,0,
18-07-1968 to 22-07-1968,0,
19-07-1968 to 23-07-1968,0,
20-07-1968 to 24-07-1968,0,
21-07-1968 to 25-07-1968,0,
22-07-1968 to 26-07-1968,0,
23-07-1968 to 27-07-1968,0,
24-07-1968 to 28-07-1968,0,
25-07-1968 to 29-07-1968,0,
26-07-1968 to 30-07-1968,0,
27-07-1968 to 01-08-1968,0,
28-07-1968 to 02-08-1968,0,
29-07-1968 to 03-08-1968,0,
30-07-1968 to 04-08-1968,0,
01-08-1968 to 05-08-1968,0,
02-08-1968 to 06-08-1968,0,
03-08-1968 to 07-08-1968,0,
04-08-1968 to 08-08-1968,0,
05-08-1968 to 09-08-1968,0,
06-08-1968 to 10-08-1968,0,
07-08-1968 to 11-08-1968,0,
08-08-1968 to 12-08-1968,0,
09-08-1968 to 13-08-1968,0,
10-08-1968 to 14-08-1968,0,
11-08-1968 to 15-08-1968,0,
12-08-1968 to 16-08-1968,0,
13-08-1968 to 17-08-1968,0,
14-08-1968 to 18-08-1968,0,
15-08-1968 to 19-08-1968,0,
16-08-1968 to 20-08-1968,0,
17-08-1968 to 21-08-1968,0,
18-08-1968 to 22-08-1968,0,
19-08-1968 to 23-08-1968,0,
20-08-1968 to 24-08-1968,0,
21-08-1968 to 25-08-1968,0,
22-08-1968 to 26-08-1968,0,
23-08-1968 to 27-08-1968,0,
24-08-1968 to 28-08-1968,0,
25-08-1968 to 29-08-1968,0,
26-08-1968 to 30-08-1968,0,
27-08-1968 to 01-09-1968,0,
28-08-1968 to 02-09-1968,0,
29-08-1968 to 03-09-1968,0,
30-08-1968 to 04-09-1968,0,
27-05-1969 to 01-06-1969,0,
28-05-1969 to 02-06-1969,1,
29-05-1969 to 03-06-1969,1,
30-05-1969 to 04-06-1969,1,
01-06-1969 to 05-06-1969,1,
02-06-1969 to 06-06-1969,1,
03-06-1969 to 07-06-1969,1,
04-06-1969 to 08-06-1969,1,
05-06-1969 to 09-06-1969,0,
06-06-1969 to 10-06-1969,0,
07-06-1969 to 11-06-1969,0,
08-06-1969 to 12-06-1969,0,
09-06-1969 to 13-06-1969,0,
10-06-1969 to 14-06-1969,0,
11-06-1969 to 15-06-1969,0,
12-06-1969 to 16-06-1969,0,
13-06-1969 to 17-06-1969,0,
14-06-1969 to 18-06-1969,0,
15-06-1969 to 19-06-1969,0,
16-06-1969 to 20-06-1969,0,
17-06-1969 to 21-06-1969,1,
18-06-1969 to 22-06-1969,1,
19-06-1969 to 23-06-1969,0,
20-06-1969 to 24-06-1969,0,
21-06-1969 to 25-06-1969,0,
22-06-1969 to 26-06-1969,0,
23-06-1969 to 27-06-1969,0,
24-06-1969 to 28-06-1969,1,
25-06-1969 to 29-06-1969,1,
26-06-1969 to 30-06-1969,1,
27-06-1969 to 01-07-1969,1,
28-06-1969 to 02-07-1969,0,
29-06-1969 to 03-07-1969,0,
30-06-1969 to 04-07-1969,0,
01-07-1969 to 05-07-1969,0,
02-07-1969 to 06-07-1969,0,
03-07-1969 to 07-07-1969,0,
04-07-1969 to 08-07-1969,0,
05-07-1969 to 09-07-1969,0,
06-07-1969 to 10-07-1969,0,
07-07-1969 to 11-07-1969,0,
08-07-1969 to 12-07-1969,0,
09-07-1969 to 13-07-1969,0,
10-07-1969 to 14-07-1969,0,
11-07-1969 to 15-07-1969,0,
12-07-1969 to 16-07-1969,0,
13-07-1969 to 17-07-1969,0,
14-07-1969 to 18-07-1969,0,
15-07-1969 to 19-07-1969,0,
16-07-1969 to 20-07-1969,0,
17-07-1969 to 21-07-1969,0,
18-07-1969 to 22-07-1969,0,
19-07-1969 to 23-07-1969,1,
20-07-1969 to 24-07-1969,0,
21-07-1969 to 25-07-1969,0,
22-07-1969 to 26-07-1969,0,
23-07-1969 to 27-07-1969,0,
24-07-1969 to 28-07-1969,0,
25-07-1969 to 29-07-1969,0,
26-07-1969 to 30-07-1969,0,
27-07-1969 to 01-08-1969,0,
28-07-1969 to 02-08-1969,0,
29-07-1969 to 03-08-1969,0,
30-07-1969 to 04-08-1969,0,
01-08-1969 to 05-08-1969,0,
02-08-1969 to 06-08-1969,0,
03-08-1969 to 07-08-1969,0,
04-08-1969 to 08-08-1969,0,
05-08-1969 to 09-08-1969,0,
06-08-1969 to 10-08-1969,0,
07-08-1969 to 11-08-1969,0,
08-08-1969 to 12-08-1969,0,
09-08-1969 to 13-08-1969,0,
10-08-1969 to 14-08-1969,0,
11-08-1969 to 15-08-1969,0,
12-08-1969 to 16-08-1969,0,
13-08-1969 to 17-08-1969,0,
14-08-1969 to 18-08-1969,0,
15-08-1969 to 19-08-1969,0,
16-08-1969 to 20-08-1969,0,
17-08-1969 to 21-08-1969,0,
18-08-1969 to 22-08-1969,0,
19-08-1969 to 23-08-1969,0,
20-08-1969 to 24-08-1969,0,
21-08-1969 to 25-08-1969,0,
22-08-1969 to 26-08-1969,0,
23-08-1969 to 27-08-1969,0,
24-08-1969 to 28-08-1969,0,
25-08-1969 to 29-08-1969,0,
26-08-1969 to 30-08-1969,0,
27-08-1969 to 01-09-1969,0,
28-08-1969 to 02-09-1969,0,
29-08-1969 to 03-09-1969,0,
30-08-1969 to 04-09-1969,0,
27-05-1970 to 01-06-1970,0,
28-05-1970 to 02-06-1970,0,
29-05-1970 to 03-06-1970,0,
30-05-1970 to 04-06-1970,0,
01-06-1970 to 05-06-1970,0,
02-06-1970 to 06-06-1970,0,
03-06-1970 to 07-06-1970,0,
04-06-1970 to 08-06-1970,0,
05-06-1970 to 09-06-1970,0,
06-06-1970 to 10-06-1970,0,
07-06-1970 to 11-06-1970,0,
08-06-1970 to 12-06-1970,0,
09-06-1970 to 13-06-1970,0,
10-06-1970 to 14-06-1970,0,
11-06-1970 to 15-06-1970,0,
12-06-1970 to 16-06-1970,0,
13-06-1970 to 17-06-1970,0,
14-06-1970 to 18-06-1970,0,
15-06-1970 to 19-06-1970,0,
16-06-1970 to 20-06-1970,0,
17-06-1970 to 21-06-1970,0,
18-06-1970 to 22-06-1970,0,
19-06-1970 to 23-06-1970,0,
20-06-1970 to 24-06-1970,0,
21-06-1970 to 25-06-1970,0,
22-06-1970 to 26-06-1970,0,
23-06-1970 to 27-06-1970,0,
24-06-1970 to 28-06-1970,0,
25-06-1970 to 29-06-1970,0,
26-06-1970 to 30-06-1970,0,
27-06-1970 to 01-07-1970,0,
28-06-1970 to 02-07-1970,0,
29-06-1970 to 03-07-1970,0,
30-06-1970 to 04-07-1970,0,
01-07-1970 to 05-07-1970,0,
02-07-1970 to 06-07-1970,0,
03-07-1970 to 07-07-1970,0,
04-07-1970 to 08-07-1970,0,
05-07-1970 to 09-07-1970,0,
06-07-1970 to 10-07-1970,0,
07-07-1970 to 11-07-1970,0,
08-07-1970 to 12-07-1970,0,
09-07-1970 to 13-07-1970,0,
10-07-1970 to 14-07-1970,0,
11-07-1970 to 15-07-1970,0,
12-07-1970 to 16-07-1970,0,
13-07-1970 to 17-07-1970,0,
14-07-1970 to 18-07-1970,0,
15-07-1970 to 19-07-1970,0,
16-07-1970 to 20-07-1970,0,
17-07-1970 to 21-07-1970,0,
18-07-1970 to 22-07-1970,0,
19-07-1970 to 23-07-1970,0,
20-07-1970 to 24-07-1970,0,
21-07-1970 to 25-07-1970,0,
22-07-1970 to 26-07-1970,0,
23-07-1970 to 27-07-1970,0,
24-07-1970 to 28-07-1970,0,
25-07-1970 to 29-07-1970,0,
26-07-1970 to 30-07-1970,0,
27-07-1970 to 01-08-1970,0,
28-07-1970 to 02-08-1970,1,
29-07-1970 to 03-08-1970,1,
30-07-1970 to 04-08-1970,1,
01-08-1970 to 05-08-1970,0,
02-08-1970 to 06-08-1970,0,
03-08-1970 to 07-08-1970,0,
04-08-1970 to 08-08-1970,0,
05-08-1970 to 09-08-1970,0,
06-08-1970 to 10-08-1970,0,
07-08-1970 to 11-08-1970,0,
08-08-1970 to 12-08-1970,0,
09-08-1970 to 13-08-1970,0,
10-08-1970 to 14-08-1970,0,
11-08-1970 to 15-08-1970,0,
12-08-1970 to 16-08-1970,0,
13-08-1970 to 17-08-1970,0,
14-08-1970 to 18-08-1970,0,
15-08-1970 to 19-08-1970,0,
16-08-1970 to 20-08-1970,0,
17-08-1970 to 21-08-1970,1,
18-08-1970 to 22-08-1970,1,
19-08-1970 to 23-08-1970,1,
20-08-1970 to 24-08-1970,1,
21-08-1970 to 25-08-1970,1,
22-08-1970 to 26-08-1970,1,
23-08-1970 to 27-08-1970,1,
24-08-1970 to 28-08-1970,1,
25-08-1970 to 29-08-1970,1,
26-08-1970 to 30-08-1970,1,
27-08-1970 to 01-09-1970,0,
28-08-1970 to 02-09-1970,0,
29-08-1970 to 03-09-1970,0,
30-08-1970 to 04-09-1970,0,
27-05-1971 to 01-06-1971,0,
28-05-1971 to 02-06-1971,0,
29-05-1971 to 03-06-1971,0,
30-05-1971 to 04-06-1971,0,
01-06-1971 to 05-06-1971,0,
02-06-1971 to 06-06-1971,0,
03-06-1971 to 07-06-1971,0,
04-06-1971 to 08-06-1971,0,
05-06-1971 to 09-06-1971,0,
06-06-1971 to 10-06-1971,0,
07-06-1971 to 11-06-1971,0,
08-06-1971 to 12-06-1971,0,
09-06-1971 to 13-06-1971,0,
10-06-1971 to 14-06-1971,0,
11-06-1971 to 15-06-1971,0,
12-06-1971 to 16-06-1971,0,
13-06-1971 to 17-06-1971,0,
14-06-1971 to 18-06-1971,0,
15-06-1971 to 19-06-1971,0,
16-06-1971 to 20-06-1971,0,
17-06-1971 to 21-06-1971,0,
18-06-1971 to 22-06-1971,0,
19-06-1971 to 23-06-1971,0,
20-06-1971 to 24-06-1971,0,
21-06-1971 to 25-06-1971,0,
22-06-1971 to 26-06-1971,0,
23-06-1971 to 27-06-1971,0,
24-06-1971 to 28-06-1971,0,
25-06-1971 to 29-06-1971,0,
26-06-1971 to 30-06-1971,0,
27-06-1971 to 01-07-1971,0,
28-06-1971 to 02-07-1971,0,
29-06-1971 to 03-07-1971,0,
30-06-1971 to 04-07-1971,0,
01-07-1971 to 05-07-1971,0,
02-07-1971 to 06-07-1971,0,
03-07-1971 to 07-07-1971,0,
04-07-1971 to 08-07-1971,0,
05-07-1971 to 09-07-1971,0,
06-07-1971 to 10-07-1971,0,
07-07-1971 to 11-07-1971,0,
08-07-1971 to 12-07-1971,0,
09-07-1971 to 13-07-1971,0,
10-07-1971 to 14-07-1971,0,
11-07-1971 to 15-07-1971,0,
12-07-1971 to 16-07-1971,0,
13-07-1971 to 17-07-1971,0,
14-07-1971 to 18-07-1971,0,
15-07-1971 to 19-07-1971,0,
16-07-1971 to 20-07-1971,0,
17-07-1971 to 21-07-1971,0,
18-07-1971 to 22-07-1971,0,
19-07-1971 to 23-07-1971,0,
20-07-1971 to 24-07-1971,0,
21-07-1971 to 25-07-1971,0,
22-07-1971 to 26-07-1971,0,
23-07-1971 to 27-07-1971,0,
24-07-1971 to 28-07-1971,0,
25-07-1971 to 29-07-1971,0,
26-07-1971 to 30-07-1971,0,
27-07-1971 to 01-08-1971,0,
28-07-1971 to 02-08-1971,0,
29-07-1971 to 03-08-1971,0,
30-07-1971 to 04-08-1971,0,
01-08-1971 to 05-08-1971,0,
02-08-1971 to 06-08-1971,0,
03-08-1971 to 07-08-1971,0,
04-08-1971 to 08-08-1971,0,
05-08-1971 to 09-08-1971,0,
06-08-1971 to 10-08-1971,0,
07-08-1971 to 11-08-1971,0,
08-08-1971 to 12-08-1971,0,
09-08-1971 to 13-08-1971,0,
10-08-1971 to 14-08-1971,0,
11-08-1971 to 15-08-1971,0,
12-08-1971 to 16-08-1971,0,
13-08-1971 to 17-08-1971,0,
14-08-1971 to 18-08-1971,0,
15-08-1971 to 19-08-1971,0,
16-08-1971 to 20-08-1971,0,
17-08-1971 to 21-08-1971,0,
18-08-1971 to 22-08-1971,0,
19-08-1971 to 23-08-1971,0,
20-08-1971 to 24-08-1971,0,
21-08-1971 to 25-08-1971,0,
22-08-1971 to 26-08-1971,0,
23-08-1971 to 27-08-1971,1,
24-08-1971 to 28-08-1971,0,
25-08-1971 to 29-08-1971,0,
26-08-1971 to 30-08-1971,0,
27-08-1971 to 01-09-1971,0,
28-08-1971 to 02-09-1971,0,
29-08-1971 to 03-09-1971,0,
30-08-1971 to 04-09-1971,0,
27-05-1972 to 01-06-1972,0,
28-05-1972 to 02-06-1972,0,
29-05-1972 to 03-06-1972,0,
30-05-1972 to 04-06-1972,0,
01-06-1972 to 05-06-1972,0,
02-06-1972 to 06-06-1972,0,
03-06-1972 to 07-06-1972,0,
04-06-1972 to 08-06-1972,0,
05-06-1972 to 09-06-1972,0,
06-06-1972 to 10-06-1972,0,
07-06-1972 to 11-06-1972,0,
08-06-1972 to 12-06-1972,0,
09-06-1972 to 13-06-1972,0,
10-06-1972 to 14-06-1972,0,
11-06-1972 to 15-06-1972,0,
12-06-1972 to 16-06-1972,0,
13-06-1972 to 17-06-1972,0,
14-06-1972 to 18-06-1972,0,
15-06-1972 to 19-06-1972,0,
16-06-1972 to 20-06-1972,0,
17-06-1972 to 21-06-1972,0,
18-06-1972 to 22-06-1972,0,
19-06-1972 to 23-06-1972,0,
20-06-1972 to 24-06-1972,0,
21-06-1972 to 25-06-1972,0,
22-06-1972 to 26-06-1972,0,
23-06-1972 to 27-06-1972,0,
24-06-1972 to 28-06-1972,0,
25-06-1972 to 29-06-1972,0,
26-06-1972 to 30-06-1972,0,
27-06-1972 to 01-07-1972,0,
28-06-1972 to 02-07-1972,0,
29-06-1972 to 03-07-1972,0,
30-06-1972 to 04-07-1972,0,
01-07-1972 to 05-07-1972,0,
02-07-1972 to 06-07-1972,0,
03-07-1972 to 07-07-1972,0,
04-07-1972 to 08-07-1972,0,
05-07-1972 to 09-07-1972,0,
06-07-1972 to 10-07-1972,0,
07-07-1972 to 11-07-1972,1,
08-07-1972 to 12-07-1972,0,
09-07-1972 to 13-07-1972,0,
10-07-1972 to 14-07-1972,0,
11-07-1972 to 15-07-1972,0,
12-07-1972 to 16-07-1972,0,
13-07-1972 to 17-07-1972,0,
14-07-1972 to 18-07-1972,0,
15-07-1972 to 19-07-1972,0,
16-07-1972 to 20-07-1972,0,
17-07-1972 to 21-07-1972,0,
18-07-1972 to 22-07-1972,0,
19-07-1972 to 23-07-1972,0,
20-07-1972 to 24-07-1972,0,
21-07-1972 to 25-07-1972,0,
22-07-1972 to 26-07-1972,0,
23-07-1972 to 27-07-1972,0,
24-07-1972 to 28-07-1972,1,
25-07-1972 to 29-07-1972,0,
26-07-1972 to 30-07-1972,0,
27-07-1972 to 01-08-1972,0,
28-07-1972 to 02-08-1972,0,
29-07-1972 to 03-08-1972,0,
30-07-1972 to 04-08-1972,0,
01-08-1972 to 05-08-1972,0,
02-08-1972 to 06-08-1972,0,
03-08-1972 to 07-08-1972,0,
04-08-1972 to 08-08-1972,0,
05-08-1972 to 09-08-1972,0,
06-08-1972 to 10-08-1972,0,
07-08-1972 to 11-08-1972,0,
08-08-1972 to 12-08-1972,0,
09-08-1972 to 13-08-1972,0,
10-08-1972 to 14-08-1972,0,
11-08-1972 to 15-08-1972,1,
12-08-1972 to 16-08-1972,1,
13-08-1972 to 17-08-1972,1,
14-08-1972 to 18-08-1972,1,
15-08-1972 to 19-08-1972,0,
16-08-1972 to 20-08-1972,0,
17-08-1972 to 21-08-1972,0,
18-08-1972 to 22-08-1972,0,
19-08-1972 to 23-08-1972,0,
20-08-1972 to 24-08-1972,0,
21-08-1972 to 25-08-1972,0,
22-08-1972 to 26-08-1972,0,
23-08-1972 to 27-08-1972,0,
24-08-1972 to 28-08-1972,0,
25-08-1972 to 29-08-1972,0,
26-08-1972 to 30-08-1972,0,
27-08-1972 to 01-09-1972,0,
28-08-1972 to 02-09-1972,0,
29-08-1972 to 03-09-1972,0,
30-08-1972 to 04-09-1972,0,
27-05-1973 to 01-06-1973,1,
28-05-1973 to 02-06-1973,1,
29-05-1973 to 03-06-1973,0,
30-05-1973 to 04-06-1973,0,
01-06-1973 to 05-06-1973,0,
02-06-1973 to 06-06-1973,0,
03-06-1973 to 07-06-1973,0,
04-06-1973 to 08-06-1973,0,
05-06-1973 to 09-06-1973,0,
06-06-1973 to 10-06-1973,0,
07-06-1973 to 11-06-1973,0,
08-06-1973 to 12-06-1973,1,
09-06-1973 to 13-06-1973,1,
10-06-1973 to 14-06-1973,1,
11-06-1973 to 15-06-1973,1,
12-06-1973 to 16-06-1973,1,
13-06-1973 to 17-06-1973,1,
14-06-1973 to 18-06-1973,1,
15-06-1973 to 19-06-1973,0,
16-06-1973 to 20-06-1973,0,
17-06-1973 to 21-06-1973,0,
18-06-1973 to 22-06-1973,0,
19-06-1973 to 23-06-1973,0,
20-06-1973 to 24-06-1973,0,
21-06-1973 to 25-06-1973,0,
22-06-1973 to 26-06-1973,0,
23-06-1973 to 27-06-1973,0,
24-06-1973 to 28-06-1973,0,
25-06-1973 to 29-06-1973,0,
26-06-1973 to 30-06-1973,0,
27-06-1973 to 01-07-1973,0,
28-06-1973 to 02-07-1973,0,
29-06-1973 to 03-07-1973,0,
30-06-1973 to 04-07-1973,0,
01-07-1973 to 05-07-1973,0,
02-07-1973 to 06-07-1973,0,
03-07-1973 to 07-07-1973,0,
04-07-1973 to 08-07-1973,0,
05-07-1973 to 09-07-1973,0,
06-07-1973 to 10-07-1973,1,
07-07-1973 to 11-07-1973,1,
08-07-1973 to 12-07-1973,1,
09-07-1973 to 13-07-1973,0,
10-07-1973 to 14-07-1973,0,
11-07-1973 to 15-07-1973,0,
12-07-1973 to 16-07-1973,0,
13-07-1973 to 17-07-1973,0,
14-07-1973 to 18-07-1973,0,
15-07-1973 to 19-07-1973,0,
16-07-1973 to 20-07-1973,0,
17-07-1973 to 21-07-1973,0,
18-07-1973 to 22-07-1973,0,
19-07-1973 to 23-07-1973,0,
20-07-1973 to 24-07-1973,0,
21-07-1973 to 25-07-1973,0,
22-07-1973 to 26-07-1973,0,
23-07-1973 to 27-07-1973,0,
24-07-1973 to 28-07-1973,0,
25-07-1973 to 29-07-1973,0,
26-07-1973 to 30-07-1973,0,
27-07-1973 to 01-08-1973,0,
28-07-1973 to 02-08-1973,0,
29-07-1973 to 03-08-1973,0,
30-07-1973 to 04-08-1973,0,
01-08-1973 to 05-08-1973,0,
02-08-1973 to 06-08-1973,0,
03-08-1973 to 07-08-1973,0,
04-08-1973 to 08-08-1973,0,
05-08-1973 to 09-08-1973,0,
06-08-1973 to 10-08-1973,0,
07-08-1973 to 11-08-1973,0,
08-08-1973 to 12-08-1973,1,
09-08-1973 to 13-08-1973,1,
10-08-1973 to 14-08-1973,0,
11-08-1973 to 15-08-1973,0,
12-08-1973 to 16-08-1973,0,
13-08-1973 to 17-08-1973,0,
14-08-1973 to 18-08-1973,0,
15-08-1973 to 19-08-1973,0,
16-08-1973 to 20-08-1973,0,
17-08-1973 to 21-08-1973,0,
18-08-1973 to 22-08-1973,0,
19-08-1973 to 23-08-1973,0,
20-08-1973 to 24-08-1973,0,
21-08-1973 to 25-08-1973,1,
22-08-1973 to 26-08-1973,0,
23-08-1973 to 27-08-1973,0,
24-08-1973 to 28-08-1973,0,
25-08-1973 to 29-08-1973,0,
26-08-1973 to 30-08-1973,0,
27-08-1973 to 01-09-1973,0,
28-08-1973 to 02-09-1973,0,
29-08-1973 to 03-09-1973,0,
30-08-1973 to 04-09-1973,0,
27-05-1974 to 01-06-1974,0,
28-05-1974 to 02-06-1974,0,
29-05-1974 to 03-06-1974,0,
30-05-1974 to 04-06-1974,0,
01-06-1974 to 05-06-1974,0,
02-06-1974 to 06-06-1974,0,
03-06-1974 to 07-06-1974,1,
04-06-1974 to 08-06-1974,0,
05-06-1974 to 09-06-1974,0,
06-06-1974 to 10-06-1974,0,
07-06-1974 to 11-06-1974,0,
08-06-1974 to 12-06-1974,0,
09-06-1974 to 13-06-1974,0,
10-06-1974 to 14-06-1974,1,
11-06-1974 to 15-06-1974,1,
12-06-1974 to 16-06-1974,1,
13-06-1974 to 17-06-1974,1,
14-06-1974 to 18-06-1974,0,
15-06-1974 to 19-06-1974,0,
16-06-1974 to 20-06-1974,0,
17-06-1974 to 21-06-1974,0,
18-06-1974 to 22-06-1974,0,
19-06-1974 to 23-06-1974,0,
20-06-1974 to 24-06-1974,0,
21-06-1974 to 25-06-1974,0,
22-06-1974 to 26-06-1974,0,
23-06-1974 to 27-06-1974,0,
24-06-1974 to 28-06-1974,0,
25-06-1974 to 29-06-1974,0,
26-06-1974 to 30-06-1974,0,
27-06-1974 to 01-07-1974,0,
28-06-1974 to 02-07-1974,0,
29-06-1974 to 03-07-1974,0,
30-06-1974 to 04-07-1974,0,
01-07-1974 to 05-07-1974,0,
02-07-1974 to 06-07-1974,0,
03-07-1974 to 07-07-1974,0,
04-07-1974 to 08-07-1974,0,
05-07-1974 to 09-07-1974,0,
06-07-1974 to 10-07-1974,0,
07-07-1974 to 11-07-1974,0,
08-07-1974 to 12-07-1974,0,
09-07-1974 to 13-07-1974,0,
10-07-1974 to 14-07-1974,0,
11-07-1974 to 15-07-1974,0,
12-07-1974 to 16-07-1974,0,
13-07-1974 to 17-07-1974,0,
14-07-1974 to 18-07-1974,0,
15-07-1974 to 19-07-1974,0,
16-07-1974 to 20-07-1974,0,
17-07-1974 to 21-07-1974,0,
18-07-1974 to 22-07-1974,0,
19-07-1974 to 23-07-1974,0,
20-07-1974 to 24-07-1974,0,
21-07-1974 to 25-07-1974,0,
22-07-1974 to 26-07-1974,0,
23-07-1974 to 27-07-1974,0,
24-07-1974 to 28-07-1974,0,
25-07-1974 to 29-07-1974,0,
26-07-1974 to 30-07-1974,0,
27-07-1974 to 01-08-1974,0,
28-07-1974 to 02-08-1974,0,
29-07-1974 to 03-08-1974,0,
30-07-1974 to 04-08-1974,0,
01-08-1974 to 05-08-1974,0,
02-08-1974 to 06-08-1974,0,
03-08-1974 to 07-08-1974,0,
04-08-1974 to 08-08-1974,1,
05-08-1974 to 09-08-1974,0,
06-08-1974 to 10-08-1974,0,
07-08-1974 to 11-08-1974,0,
08-08-1974 to 12-08-1974,0,
09-08-1974 to 13-08-1974,0,
10-08-1974 to 14-08-1974,0,
11-08-1974 to 15-08-1974,0,
12-08-1974 to 16-08-1974,0,
13-08-1974 to 17-08-1974,0,
14-08-1974 to 18-08-1974,0,
15-08-1974 to 19-08-1974,0,
16-08-1974 to 20-08-1974,0,
17-08-1974 to 21-08-1974,0,
18-08-1974 to 22-08-1974,0,
19-08-1974 to 23-08-1974,0,
20-08-1974 to 24-08-1974,0,
21-08-1974 to 25-08-1974,0,
22-08-1974 to 26-08-1974,0,
23-08-1974 to 27-08-1974,0,
24-08-1974 to 28-08-1974,0,
25-08-1974 to 29-08-1974,0,
26-08-1974 to 30-08-1974,1,
27-08-1974 to 01-09-1974,1,
28-08-1974 to 02-09-1974,1,
29-08-1974 to 03-09-1974,1,
30-08-1974 to 04-09-1974,0,
27-05-1975 to 01-06-1975,0,
28-05-1975 to 02-06-1975,0,
29-05-1975 to 03-06-1975,0,
30-05-1975 to 04-06-1975,0,
01-06-1975 to 05-06-1975,0,
02-06-1975 to 06-06-1975,0,
03-06-1975 to 07-06-1975,0,
04-06-1975 to 08-06-1975,0,
05-06-1975 to 09-06-1975,0,
06-06-1975 to 10-06-1975,0,
07-06-1975 to 11-06-1975,0,
08-06-1975 to 12-06-1975,0,
09-06-1975 to 13-06-1975,0,
10-06-1975 to 14-06-1975,0,
11-06-1975 to 15-06-1975,0,
12-06-1975 to 16-06-1975,0,
13-06-1975 to 17-06-1975,0,
14-06-1975 to 18-06-1975,0,
15-06-1975 to 19-06-1975,0,
16-06-1975 to 20-06-1975,0,
17-06-1975 to 21-06-1975,0,
18-06-1975 to 22-06-1975,0,
19-06-1975 to 23-06-1975,0,
20-06-1975 to 24-06-1975,0,
21-06-1975 to 25-06-1975,0,
22-06-1975 to 26-06-1975,0,
23-06-1975 to 27-06-1975,0,
24-06-1975 to 28-06-1975,0,
25-06-1975 to 29-06-1975,0,
26-06-1975 to 30-06-1975,0,
27-06-1975 to 01-07-1975,0,
28-06-1975 to 02-07-1975,0,
29-06-1975 to 03-07-1975,0,
30-06-1975 to 04-07-1975,0,
01-07-1975 to 05-07-1975,0,
02-07-1975 to 06-07-1975,0,
03-07-1975 to 07-07-1975,0,
04-07-1975 to 08-07-1975,0,
05-07-1975 to 09-07-1975,0,
06-07-1975 to 10-07-1975,0,
07-07-1975 to 11-07-1975,0,
08-07-1975 to 12-07-1975,1,
09-07-1975 to 13-07-1975,1,
10-07-1975 to 14-07-1975,1,
11-07-1975 to 15-07-1975,0,
12-07-1975 to 16-07-1975,0,
13-07-1975 to 17-07-1975,0,
14-07-1975 to 18-07-1975,0,
15-07-1975 to 19-07-1975,0,
16-07-1975 to 20-07-1975,0,
17-07-1975 to 21-07-1975,0,
18-07-1975 to 22-07-1975,0,
19-07-1975 to 23-07-1975,0,
20-07-1975 to 24-07-1975,0,
21-07-1975 to 25-07-1975,0,
22-07-1975 to 26-07-1975,0,
23-07-1975 to 27-07-1975,0,
24-07-1975 to 28-07-1975,0,
25-07-1975 to 29-07-1975,0,
26-07-1975 to 30-07-1975,0,
27-07-1975 to 01-08-1975,0,
